cde432f2-8c6f-dd25-3a8d-000000000828;"""Culinaire èkspozee"" deur Perfesser Gensch Peter Van Haelter";2022-07-16 12:00:00+02:00;2022-07-16 11:00:00+02:00;12;Dat het Gents dialect deel uitmaakt van ons cultureel erfgoed is geen verrassing.  De kleur, de kracht, de schilderachtigheid en de pittigheid van het Gents dialect vormen dan ook de volksgeest en de ziel van het Gentse volk. Alleen al daarom dienen we het Gents dialect in ere en in stand houden.  Speciaal voor de Gentse Feesten 2022 maakte de Perfesser Gensch een nieuwe “èkspozee” en deze keer in het thema “Culinair Gents”. De Perfesser Gensch trakteert u niet alleen op een interactief thematisch overzicht van de vele woorden en uitdrukkingen die ons Gents dialect rijk is, maar verwent u ook met enkele typische Gentse proevertjes en sneukelingen.   Deze voorstelling wordt u gepresenteerd in de foyer van de Minard en start om 11u00.  Het juiste uur en de juiste plaats om van een aperitiefvoorstelling te kunnen spreken !
7278cd1a-05f4-40a2-2716-000000000828;"""Culinaire èkspozee"" deur Perfesser Gensch Peter Van Haelter";2022-07-17 12:00:00+02:00;2022-07-17 11:00:00+02:00;12;Dat het Gents dialect deel uitmaakt van ons cultureel erfgoed is geen verrassing.  De kleur, de kracht, de schilderachtigheid en de pittigheid van het Gents dialect vormen dan ook de volksgeest en de ziel van het Gentse volk. Alleen al daarom dienen we het Gents dialect in ere en in stand houden.  Speciaal voor de Gentse Feesten 2022 maakte de Perfesser Gensch een nieuwe “èkspozee” en deze keer in het thema “Culinair Gents”. De Perfesser Gensch trakteert u niet alleen op een interactief thematisch overzicht van de vele woorden en uitdrukkingen die ons Gents dialect rijk is, maar verwent u ook met enkele typische Gentse proevertjes en sneukelingen.   Deze voorstelling wordt u gepresenteerd in de foyer van de Minard en start om 11u00.  Het juiste uur en de juiste plaats om van een aperitiefvoorstelling te kunnen spreken !
4dc158ef-9aa1-674c-3450-000000000828;"""Culinaire èkspozee"" deur Perfesser Gensch Peter Van Haelter";2022-07-23 12:00:00+02:00;2022-07-23 11:00:00+02:00;12;Dat het Gents dialect deel uitmaakt van ons cultureel erfgoed is geen verrassing.  De kleur, de kracht, de schilderachtigheid en de pittigheid van het Gents dialect vormen dan ook de volksgeest en de ziel van het Gentse volk. Alleen al daarom dienen we het Gents dialect in ere en in stand houden.  Speciaal voor de Gentse Feesten 2022 maakte de Perfesser Gensch een nieuwe “èkspozee” en deze keer in het thema “Culinair Gents”. De Perfesser Gensch trakteert u niet alleen op een interactief thematisch overzicht van de vele woorden en uitdrukkingen die ons Gents dialect rijk is, maar verwent u ook met enkele typische Gentse proevertjes en sneukelingen.   Deze voorstelling wordt u gepresenteerd in de foyer van de Minard en start om 11u00.  Het juiste uur en de juiste plaats om van een aperitiefvoorstelling te kunnen spreken !
b21df7d8-daae-639d-f869-000000000828;"""Culinaire èkspozee"" deur Perfesser Gensch Peter Van Haelter";2022-07-24 12:00:00+02:00;2022-07-24 11:00:00+02:00;12;Dat het Gents dialect deel uitmaakt van ons cultureel erfgoed is geen verrassing.  De kleur, de kracht, de schilderachtigheid en de pittigheid van het Gents dialect vormen dan ook de volksgeest en de ziel van het Gentse volk. Alleen al daarom dienen we het Gents dialect in ere en in stand houden.  Speciaal voor de Gentse Feesten 2022 maakte de Perfesser Gensch een nieuwe “èkspozee” en deze keer in het thema “Culinair Gents”. De Perfesser Gensch trakteert u niet alleen op een interactief thematisch overzicht van de vele woorden en uitdrukkingen die ons Gents dialect rijk is, maar verwent u ook met enkele typische Gentse proevertjes en sneukelingen.   Deze voorstelling wordt u gepresenteerd in de foyer van de Minard en start om 11u00.  Het juiste uur en de juiste plaats om van een aperitiefvoorstelling te kunnen spreken !
21d30903-6db5-b0ea-e57c-000000005295;"""Dat zout op mijn manier"" met Patrick Beuckels.";2022-07-20 05:59:59+02:00;2022-07-19 17:00:00+02:00;0;Patrick Beuckels geeft zijn eigen muzikale visie op de zoutsculpturen van Johan Tahon. Daarbij bespeelt hij de traverso, de romantische kleppenfluit en de moderne dwarsfluit. Op het programma staat werk van J.S. Bach, Karl Joachim Andersen, Kazou Fukushima en eigen composities.
d6ba7747-e84a-6495-83aa-000000001638;"""De Harp van Neptunus"" - poppentheater met Pierke";2022-07-16 16:30:00+02:00;2022-07-16 15:00:00+02:00;7;"Pierke beleeft dit jaar een spannend avontuur onder water en maakt kennis met koning Neptunus en zijn wondermooie dochter. Zoals steeds een sfeervolle productie met prachtige poppen en decors en veel ""Pierkes-humor"" voor het hele gezin."
2d29b3fd-ae5e-b102-91b4-000000001638;"""De Harp van Neptunus"" - poppentheater met Pierke";2022-07-17 16:30:00+02:00;2022-07-17 15:00:00+02:00;7;"Pierke beleeft dit jaar een spannend avontuur onder water en maakt kennis met koning Neptunus en zijn wondermooie dochter. Zoals steeds een sfeervolle productie met prachtige poppen en decors en veel ""Pierkes-humor"" voor het hele gezin."
0467e78f-1838-3b7f-f0e0-000000001638;"""De Harp van Neptunus"" - poppentheater met Pierke";2022-07-18 16:30:00+02:00;2022-07-18 15:00:00+02:00;7;"Pierke beleeft dit jaar een spannend avontuur onder water en maakt kennis met koning Neptunus en zijn wondermooie dochter. Zoals steeds een sfeervolle productie met prachtige poppen en decors en veel ""Pierkes-humor"" voor het hele gezin."
56f7a02c-db48-f6d1-a0c8-000000001638;"""De Harp van Neptunus"" - poppentheater met Pierke";2022-07-19 16:30:00+02:00;2022-07-19 15:00:00+02:00;7;"Pierke beleeft dit jaar een spannend avontuur onder water en maakt kennis met koning Neptunus en zijn wondermooie dochter. Zoals steeds een sfeervolle productie met prachtige poppen en decors en veel ""Pierkes-humor"" voor het hele gezin."
c63f3cc5-9425-72c3-9599-000000001638;"""De Harp van Neptunus"" - poppentheater met Pierke";2022-07-20 16:30:00+02:00;2022-07-20 15:00:00+02:00;7;"Pierke beleeft dit jaar een spannend avontuur onder water en maakt kennis met koning Neptunus en zijn wondermooie dochter. Zoals steeds een sfeervolle productie met prachtige poppen en decors en veel ""Pierkes-humor"" voor het hele gezin."
